"gene_tissue","gene_Symbol","tissue","1_Chow","1_HF","2_Chow","2_HF","3_Chow","3_HF","4_Chow","4_HF","5_Chow","5_HF"
"SLC5A1_SMALL","SLC5A1","SMALL",0,1,0,11,1,0,1,1,2,2
"SLC5A1_SPLEEN","SLC5A1","SPLEEN",0,6,0,12,1,1,1,1,3,1
"SLC5A1_WAT","SLC5A1","WAT",0,1,0,5,2,24,0,1,7,2
"SLC5A10_HEART","SLC5A10","HEART",2,1,2,1,1,4,1,2,1,1
"SLC5A10_KIDNEY-CORTEX","SLC5A10","KIDNEY-CORTEX",1,10,1,3,5,2,1,2,2,2
"SLC5A10_KIDNEY-MED","SLC5A10","KIDNEY-MED",1,1,3,1,NA,2,2,1,1,18
"SLC5A10_LARGE","SLC5A10","LARGE",1,2,1,1,1,12,1,2,1,1
"SLC5A10_LIVER","SLC5A10","LIVER",3,1,1,2,3,1,0,2,1,1
"SLC5A10_LUNG","SLC5A10","LUNG",2,18,2,1,1,2,1,2,1,1
"SLC5A10_MUSCLE","SLC5A10","MUSCLE",1,2,1,1,1,2,2,11,1,2
"SLC5A10_SKIN","SLC5A10","SKIN",2,1,1,1,1,11,2,2,2,1
"SLC5A10_SMALL","SLC5A10","SMALL",1,1,1,1,3,1,1,1,1,3
"SLC5A10_SPLEEN","SLC5A10","SPLEEN",1,1,3,3,1,1,3,1,1,1
"SLC5A10_WAT","SLC5A10","WAT",2,1,2,16,5,2,1,1,2,2
"SLC5A11_HEART","SLC5A11","HEART",0,1,0,1,1,0,0,2,0,1
"SLC5A11_KIDNEY-CORTEX","SLC5A11","KIDNEY-CORTEX",0,6,0,2,3,0,0,1,1,1
"SLC5A11_KIDNEY-MED","SLC5A11","KIDNEY-MED",0,1,1,1,NA,0,0,1,1,16
"SLC5A11_LARGE","SLC5A11","LARGE",1,3,1,1,1,5,1,1,1,1
"SLC5A11_LIVER","SLC5A11","LIVER",0,1,0,1,0,1,0,2,1,1
"SLC5A11_LUNG","SLC5A11","LUNG",0,9,0,1,0,1,0,0,0,1
"SLC5A11_MUSCLE","SLC5A11","MUSCLE",0,1,1,2,0,1,1,7,0,1
"SLC5A11_SKIN","SLC5A11","SKIN",0,1,0,1,0,7,1,1,0,1
"SLC5A11_SMALL","SLC5A11","SMALL",0,1,0,1,2,0,0,1,0,1
"SLC5A11_SPLEEN","SLC5A11","SPLEEN",0,1,0,1,1,1,2,1,1,1
"SLC5A11_WAT","SLC5A11","WAT",0,1,0,8,3,1,0,1,1,1
"SLC5A12_HEART","SLC5A12","HEART",0,1,0,1,1,0,0,10,0,1
"SLC5A12_KIDNEY-CORTEX","SLC5A12","KIDNEY-CORTEX",0,36,0,7,11,1,0,1,1,1
"SLC5A12_KIDNEY-MED","SLC5A12","KIDNEY-MED",1,1,1,1,NA,1,2,1,1,60
"SLC5A12_LARGE","SLC5A12","LARGE",1,16,1,1,1,31,1,1,1,1
"SLC5A12_LIVER","SLC5A12","LIVER",0,1,0,1,1,1,0,8,1,1
"SLC5A12_LUNG","SLC5A12","LUNG",0,39,1,1,0,6,0,0,1,1
"SLC5A12_MUSCLE","SLC5A12","MUSCLE",0,1,1,6,0,1,3,37,1,1
"SLC5A12_SKIN","SLC5A12","SKIN",0,1,0,1,0,24,1,1,0,1
"SLC5A12_SMALL","SLC5A12","SMALL",0,1,0,6,5,0,0,1,1,6
"SLC5A12_SPLEEN","SLC5A12","SPLEEN",0,4,0,2,1,1,3,1,1,1
"SLC5A12_WAT","SLC5A12","WAT",0,1,0,27,6,10,0,1,2,1
"SLC5A2_HEART","SLC5A2","HEART",0,1,0,1,1,0,0,0,0,1
"SLC5A2_KIDNEY-CORTEX","SLC5A2","KIDNEY-CORTEX",0,17,0,1,6,0,0,0,0,1
"SLC5A2_KIDNEY-MED","SLC5A2","KIDNEY-MED",0,1,1,1,NA,1,0,1,1,21
"SLC5A2_LARGE","SLC5A2","LARGE",1,1,1,1,1,9,1,1,1,1
"SLC5A2_LIVER","SLC5A2","LIVER",0,1,0,1,0,1,0,1,1,1
"SLC5A2_LUNG","SLC5A2","LUNG",0,14,0,1,0,0,0,1,0,1
"SLC5A2_MUSCLE","SLC5A2","MUSCLE",0,1,1,1,0,1,2,14,1,1
"SLC5A2_SKIN","SLC5A2","SKIN",0,1,0,1,0,12,0,1,0,1
"SLC5A2_SMALL","SLC5A2","SMALL",0,1,0,1,4,1,0,1,0,3
"SLC5A2_SPLEEN","SLC5A2","SPLEEN",1,1,0,1,1,1,2,1,1,1
"SLC5A2_WAT","SLC5A2","WAT",0,1,0,12,4,1,0,1,1,1
"SLC5A3_HEART","SLC5A3","HEART",2,5,0,3,1,8,1,3,3,1
"SLC5A3_KIDNEY-CORTEX","SLC5A3","KIDNEY-CORTEX",0,9,3,12,12,5,3,16,3,4
"SLC5A3_KIDNEY-MED","SLC5A3","KIDNEY-MED",1,1,1,3,NA,6,1,1,1,19
"SLC5A3_LARGE","SLC5A3","LARGE",1,7,1,1,1,10,2,1,1,1
"SLC5A3_LIVER","SLC5A3","LIVER",0,2,0,3,4,1,3,2,1,6
"SLC5A3_LUNG","SLC5A3","LUNG",0,9,1,2,3,14,1,5,3,2
"SLC5A3_MUSCLE","SLC5A3","MUSCLE",0,8,1,2,0,7,1,8,3,3
"SLC5A3_SKIN","SLC5A3","SKIN",0,3,1,3,3,5,1,6,5,4
"SLC5A3_SMALL","SLC5A3","SMALL",0,1,0,2,2,3,1,2,3,7
"SLC5A3_SPLEEN","SLC5A3","SPLEEN",1,8,0,22,1,1,3,1,2,3
"SLC5A3_WAT","SLC5A3","WAT",0,1,0,21,12,2,0,1,6,8
"SLC5A6_HEART","SLC5A6","HEART",4,6,3,5,1,6,4,7,1,1
"SLC5A6_KIDNEY-CORTEX","SLC5A6","KIDNEY-CORTEX",1,16,1,11,7,6,4,11,2,6
"SLC5A6_KIDNEY-MED","SLC5A6","KIDNEY-MED",1,1,4,2,NA,3,2,2,1,18
"SLC5A6_LARGE","SLC5A6","LARGE",2,7,2,1,1,8,2,7,3,1
"SLC5A6_LIVER","SLC5A6","LIVER",39,2,109,2,49,8,9,5,1,5
"SLC5A6_LUNG","SLC5A6","LUNG",4,16,3,5,1,8,2,5,2,2
"SLC5A6_MUSCLE","SLC5A6","MUSCLE",2,5,1,6,1,6,4,14,4,12
"SLC5A6_SKIN","SLC5A6","SKIN",4,3,4,5,1,13,3,4,3,4
"SLC5A6_SMALL","SLC5A6","SMALL",2,3,1,3,3,2,3,3,1,3
"SLC5A6_SPLEEN","SLC5A6","SPLEEN",4,6,3,15,1,2,4,1,2,2
"SLC5A6_WAT","SLC5A6","WAT",8,1,9,16,6,6,1,1,4,4
"SLC5A8_HEART","SLC5A8","HEART",0,1,0,2,1,0,0,4,0,1
"SLC5A8_KIDNEY-CORTEX","SLC5A8","KIDNEY-CORTEX",0,4,0,5,3,1,0,2,0,1
"SLC5A8_KIDNEY-MED","SLC5A8","KIDNEY-MED",0,1,1,1,NA,1,1,1,1,11
"SLC5A8_LARGE","SLC5A8","LARGE",1,8,1,1,1,7,1,1,1,1
"SLC5A8_LIVER","SLC5A8","LIVER",0,1,0,1,0,1,0,4,1,1
"SLC5A8_LUNG","SLC5A8","LUNG",0,8,0,1,0,3,0,0,0,1
"SLC5A8_MUSCLE","SLC5A8","MUSCLE",0,1,1,3,0,1,1,5,0,1
"SLC5A8_SKIN","SLC5A8","SKIN",0,1,0,1,0,7,1,1,1,1
"SLC5A8_SMALL","SLC5A8","SMALL",0,1,0,2,2,0,0,1,1,3
"SLC5A8_SPLEEN","SLC5A8","SPLEEN",0,1,0,2,1,1,2,1,0,1
"SLC5A8_WAT","SLC5A8","WAT",0,1,0,8,4,4,0,1,3,1
"SLC5A9_HEART","SLC5A9","HEART",0,1,0,3,1,1,1,2,0,1
"SLC5A9_KIDNEY-CORTEX","SLC5A9","KIDNEY-CORTEX",0,4,0,2,2,0,1,2,0,1
"SLC5A9_KIDNEY-MED","SLC5A9","KIDNEY-MED",1,1,1,1,NA,1,1,1,1,6
"SLC5A9_LARGE","SLC5A9","LARGE",1,6,1,1,1,3,1,1,1,1
"SLC5A9_LIVER","SLC5A9","LIVER",0,1,0,1,2,1,1,3,1,1
"SLC5A9_LUNG","SLC5A9","LUNG",0,5,1,1,0,3,0,1,0,1
"SLC5A9_MUSCLE","SLC5A9","MUSCLE",0,1,1,3,0,2,1,3,1,1
"SLC5A9_SKIN","SLC5A9","SKIN",0,1,1,2,0,3,1,1,1,1
"SLC5A9_SMALL","SLC5A9","SMALL",0,1,0,2,2,0,1,1,1,2
"SLC5A9_SPLEEN","SLC5A9","SPLEEN",1,1,0,4,1,1,1,1,1,1
"SLC5A9_WAT","SLC5A9","WAT",0,1,0,5,1,4,0,1,2,1
"SLC6A12_HEART","SLC6A12","HEART",0,1,0,1,1,4,2,1,0,1
"SLC6A12_KIDNEY-CORTEX","SLC6A12","KIDNEY-CORTEX",0,1,1,1,7,1,1,2,0,1
"SLC6A12_KIDNEY-MED","SLC6A12","KIDNEY-MED",0,1,1,1,NA,0,1,1,1,1
"SLC6A12_LARGE","SLC6A12","LARGE",1,2,1,1,1,0,1,6,1,1
"SLC6A12_LIVER","SLC6A12","LIVER",0,1,0,1,31,5,1,1,1,1
"SLC6A12_LUNG","SLC6A12","LUNG",0,1,0,4,0,2,0,0,0,1
"SLC6A12_MUSCLE","SLC6A12","MUSCLE",0,2,1,2,0,1,1,1,1,13
"SLC6A12_SKIN","SLC6A12","SKIN",0,1,0,1,1,1,0,2,0,1
"SLC6A12_SMALL","SLC6A12","SMALL",0,3,0,1,1,0,1,1,0,2
"SLC6A12_SPLEEN","SLC6A12","SPLEEN",0,1,0,3,1,1,1,1,1,2
"SLC6A12_WAT","SLC6A12","WAT",0,1,0,6,3,1,0,1,2,2
"SLC6A14_HEART","SLC6A14","HEART",0,2,0,1,1,0,0,0,0,1
"SLC6A14_KIDNEY-CORTEX","SLC6A14","KIDNEY-CORTEX",0,0,0,0,1,0,0,10,0,1
"SLC6A14_KIDNEY-MED","SLC6A14","KIDNEY-MED",0,1,1,1,NA,2,0,1,1,0
"SLC6A14_LARGE","SLC6A14","LARGE",1,1,1,1,1,0,0,1,1,1
"SLC6A14_LIVER","SLC6A14","LIVER",0,1,0,1,0,1,1,1,1,1
"SLC6A14_LUNG","SLC6A14","LUNG",0,0,1,1,0,9,0,0,0,1
"SLC6A14_MUSCLE","SLC6A14","MUSCLE",0,1,1,1,0,1,0,0,0,1
"SLC6A14_SKIN","SLC6A14","SKIN",0,2,1,1,0,1,0,1,0,2
"SLC6A14_SMALL","SLC6A14","SMALL",0,1,0,1,0,0,0,1,0,1
"SLC6A14_SPLEEN","SLC6A14","SPLEEN",0,1,0,6,1,1,0,1,0,1
"SLC6A14_WAT","SLC6A14","WAT",0,1,0,1,0,1,0,1,4,1
"SLC6A17_HEART","SLC6A17","HEART",0,1,1,2,1,2,0,1,0,1
"SLC6A17_KIDNEY-CORTEX","SLC6A17","KIDNEY-CORTEX",0,6,1,1,3,2,1,6,0,1
"SLC6A17_KIDNEY-MED","SLC6A17","KIDNEY-MED",0,1,1,1,NA,2,1,1,1,7
"SLC6A17_LARGE","SLC6A17","LARGE",1,1,1,1,1,6,1,1,1,1
"SLC6A17_LIVER","SLC6A17","LIVER",0,1,0,1,0,1,2,1,1,1
"SLC6A17_LUNG","SLC6A17","LUNG",0,6,1,1,1,6,0,1,0,2
"SLC6A17_MUSCLE","SLC6A17","MUSCLE",0,2,1,1,0,1,1,5,2,1
"SLC6A17_SKIN","SLC6A17","SKIN",0,2,0,1,0,5,1,1,1,3
"SLC6A17_SMALL","SLC6A17","SMALL",0,1,0,1,2,1,0,2,0,2
"SLC6A17_SPLEEN","SLC6A17","SPLEEN",0,1,0,21,1,3,1,1,1,1
"SLC6A17_WAT","SLC6A17","WAT",0,1,0,6,3,1,0,1,5,1
"SLC6A18_HEART","SLC6A18","HEART",0,1,0,1,1,1,0,0,0,1
"SLC6A18_KIDNEY-CORTEX","SLC6A18","KIDNEY-CORTEX",0,28,0,6,10,0,1,1,1,1
"SLC6A18_KIDNEY-MED","SLC6A18","KIDNEY-MED",1,1,1,1,NA,1,0,1,1,36
"SLC6A18_LARGE","SLC6A18","LARGE",1,1,1,1,1,17,1,1,1,1
"SLC6A18_LIVER","SLC6A18","LIVER",0,1,0,1,1,1,0,1,1,1
"SLC6A18_LUNG","SLC6A18","LUNG",0,29,0,1,0,1,0,0,0,1
"SLC6A18_MUSCLE","SLC6A18","MUSCLE",0,1,1,1,0,1,2,27,0,1
"SLC6A18_SKIN","SLC6A18","SKIN",0,1,0,1,0,22,1,1,0,1
"SLC6A18_SMALL","SLC6A18","SMALL",0,1,0,1,5,0,0,1,0,6
"SLC6A18_SPLEEN","SLC6A18","SPLEEN",0,1,0,1,1,1,3,1,1,1
"SLC6A18_WAT","SLC6A18","WAT",0,1,0,28,8,1,0,1,1,1
"SLC6A19_HEART","SLC6A19","HEART",0,1,0,1,1,0,0,8,0,1
"SLC6A19_KIDNEY-CORTEX","SLC6A19","KIDNEY-CORTEX",0,10,0,3,4,1,0,1,0,1
"SLC6A19_KIDNEY-MED","SLC6A19","KIDNEY-MED",0,1,1,1,NA,1,1,1,1,12
"SLC6A19_LARGE","SLC6A19","LARGE",1,10,1,1,1,9,1,1,1,1
"SLC6A19_LIVER","SLC6A19","LIVER",0,1,0,1,0,1,0,7,1,1
"SLC6A19_LUNG","SLC6A19","LUNG",0,5,1,1,0,4,0,0,0,1
"SLC6A19_MUSCLE","SLC6A19","MUSCLE",0,1,1,8,0,1,2,9,1,1
"SLC6A19_SKIN","SLC6A19","SKIN",0,1,0,1,0,6,1,1,0,1
"SLC6A19_SMALL","SLC6A19","SMALL",1,1,0,6,3,0,0,1,1,2
"SLC6A19_SPLEEN","SLC6A19","SPLEEN",0,3,0,1,1,1,2,1,1,1
"SLC6A19_WAT","SLC6A19","WAT",0,1,0,8,1,9,0,1,2,1
"SLC6A20_HEART","SLC6A20","HEART",2,1,1,2,1,2,2,9,1,1
"SLC6A20_KIDNEY-CORTEX","SLC6A20","KIDNEY-CORTEX",1,7,1,6,4,1,1,22,1,2
"SLC6A20_KIDNEY-MED","SLC6A20","KIDNEY-MED",1,1,3,1,NA,8,2,1,1,13
"SLC6A20_LARGE","SLC6A20","LARGE",3,12,4,1,1,6,1,4,1,1
"SLC6A20_LIVER","SLC6A20","LIVER",27,2,32,1,10,2,8,6,1,2
"SLC6A20_LUNG","SLC6A20","LUNG",1,11,3,3,1,16,2,2,1,2
"SLC6A20_MUSCLE","SLC6A20","MUSCLE",1,2,1,5,1,3,1,9,1,10
"SLC6A20_SKIN","SLC6A20","SKIN",1,3,1,2,1,6,1,2,2,4
"SLC6A20_SMALL","SLC6A20","SMALL",1,2,1,4,2,1,2,1,1,2
"SLC6A20_SPLEEN","SLC6A20","SPLEEN",2,3,1,19,1,1,2,1,1,1
"SLC6A20_WAT","SLC6A20","WAT",2,1,1,7,4,7,2,1,7,3
"SLC6A4_HEART","SLC6A4","HEART",4,1,2,2,1,2,1,6,1,1
"SLC6A4_KIDNEY-CORTEX","SLC6A4","KIDNEY-CORTEX",1,1,1,2,1,1,1,3,2,3
"SLC6A4_KIDNEY-MED","SLC6A4","KIDNEY-MED",0,1,1,1,NA,0,0,1,1,2
"SLC6A4_LARGE","SLC6A4","LARGE",1,6,1,1,1,2,1,1,1,1
"SLC6A4_LIVER","SLC6A4","LIVER",1,2,0,1,0,1,2,3,1,4
"SLC6A4_LUNG","SLC6A4","LUNG",3,2,2,1,1,3,1,4,2,1
"SLC6A4_MUSCLE","SLC6A4","MUSCLE",1,2,1,4,1,2,1,2,2,1
"SLC6A4_SKIN","SLC6A4","SKIN",3,1,1,4,1,2,2,1,3,2
"SLC6A4_SMALL","SLC6A4","SMALL",1,1,1,2,1,2,1,1,2,1
"SLC6A4_SPLEEN","SLC6A4","SPLEEN",2,3,1,4,1,1,1,1,1,1
"SLC6A4_WAT","SLC6A4","WAT",3,1,3,2,1,4,1,1,2,5
"SLC6A6_HEART","SLC6A6","HEART",2,9,1,4,1,12,1,8,1,1
"SLC6A6_KIDNEY-CORTEX","SLC6A6","KIDNEY-CORTEX",1,11,3,11,6,5,2,9,1,11
"SLC6A6_KIDNEY-MED","SLC6A6","KIDNEY-MED",1,1,1,5,NA,3,1,1,1,17
"SLC6A6_LARGE","SLC6A6","LARGE",1,12,1,1,1,8,1,1,1,1
"SLC6A6_LIVER","SLC6A6","LIVER",0,3,0,2,0,1,3,6,1,2
"SLC6A6_LUNG","SLC6A6","LUNG",0,12,0,1,4,7,1,8,3,2
"SLC6A6_MUSCLE","SLC6A6","MUSCLE",0,9,1,9,1,13,2,11,3,1
"SLC6A6_SKIN","SLC6A6","SKIN",0,2,1,9,3,9,1,8,2,3
"SLC6A6_SMALL","SLC6A6","SMALL",1,1,0,5,3,1,1,3,2,3
"SLC6A6_SPLEEN","SLC6A6","SPLEEN",2,4,0,10,1,1,2,1,2,2
"SLC6A6_WAT","SLC6A6","WAT",0,1,0,11,5,11,0,1,4,3
"SLC6A8_HEART","SLC6A8","HEART",6,1,6,9,1,3,3,7,3,1
"SLC6A8_KIDNEY-CORTEX","SLC6A8","KIDNEY-CORTEX",3,35,0,8,10,4,3,15,5,3
"SLC6A8_KIDNEY-MED","SLC6A8","KIDNEY-MED",1,1,5,1,NA,7,2,5,1,32
"SLC6A8_LARGE","SLC6A8","LARGE",2,6,3,1,1,16,1,2,1,1
"SLC6A8_LIVER","SLC6A8","LIVER",14,5,42,4,5,3,8,6,1,12
"SLC6A8_LUNG","SLC6A8","LUNG",3,24,3,2,1,12,1,1,5,3
"SLC6A8_MUSCLE","SLC6A8","MUSCLE",5,2,1,6,3,2,8,22,3,4
"SLC6A8_SKIN","SLC6A8","SKIN",4,4,5,2,0,21,4,1,5,5
"SLC6A8_SMALL","SLC6A8","SMALL",2,2,1,5,5,5,2,3,3,6
"SLC6A8_SPLEEN","SLC6A8","SPLEEN",1,5,2,25,1,4,4,1,2,1
"SLC6A8_WAT","SLC6A8","WAT",6,1,6,22,6,7,1,1,7,8
"SLC6A9_HEART","SLC6A9","HEART",1,3,0,3,1,5,0,4,0,1
"SLC6A9_KIDNEY-CORTEX","SLC6A9","KIDNEY-CORTEX",0,1,1,3,1,1,2,9,0,3
"SLC6A9_KIDNEY-MED","SLC6A9","KIDNEY-MED",1,1,1,1,NA,2,1,1,1,1
"SLC6A9_LARGE","SLC6A9","LARGE",1,4,1,1,1,1,0,1,1,1
"SLC6A9_LIVER","SLC6A9","LIVER",0,1,0,1,2,1,1,4,1,1
"SLC6A9_LUNG","SLC6A9","LUNG",0,0,1,1,2,6,1,2,0,2
"SLC6A9_MUSCLE","SLC6A9","MUSCLE",0,4,1,4,0,3,0,1,1,1
"SLC6A9_SKIN","SLC6A9","SKIN",0,2,1,3,1,1,1,4,1,1
"SLC6A9_SMALL","SLC6A9","SMALL",0,1,0,3,0,0,0,1,1,1
"SLC6A9_SPLEEN","SLC6A9","SPLEEN",1,2,0,9,1,1,1,1,1,1
"SLC6A9_WAT","SLC6A9","WAT",0,1,0,2,1,4,0,1,4,1
"SLC7A1_HEART","SLC7A1","HEART",2,7,1,8,1,16,1,5,2,1
"SLC7A1_KIDNEY-CORTEX","SLC7A1","KIDNEY-CORTEX",1,7,3,8,6,5,3,15,3,5
"SLC7A1_KIDNEY-MED","SLC7A1","KIDNEY-MED",1,1,1,4,NA,5,1,1,1,9
"SLC7A1_LARGE","SLC7A1","LARGE",1,7,1,1,1,6,1,3,2,1
"SLC7A1_LIVER","SLC7A1","LIVER",0,4,0,4,12,3,4,7,1,4
"SLC7A1_LUNG","SLC7A1","LUNG",0,6,1,2,3,13,1,3,2,5
"SLC7A1_MUSCLE","SLC7A1","MUSCLE",0,12,1,7,3,5,1,5,2,7
"SLC7A1_SKIN","SLC7A1","SKIN",0,4,1,3,2,5,1,8,3,7
"SLC7A1_SMALL","SLC7A1","SMALL",1,2,0,3,2,3,1,3,2,2
"SLC7A1_SPLEEN","SLC7A1","SPLEEN",1,3,0,25,1,4,2,1,2,3
"SLC7A1_WAT","SLC7A1","WAT",0,1,0,8,5,5,0,1,8,5
"SLC7A11_HEART","SLC7A11","HEART",1,3,0,1,1,3,1,1,0,1
"SLC7A11_KIDNEY-CORTEX","SLC7A11","KIDNEY-CORTEX",0,0,1,3,3,0,1,7,2,1
"SLC7A11_KIDNEY-MED","SLC7A11","KIDNEY-MED",1,1,1,1,NA,0,1,1,1,1
"SLC7A11_LARGE","SLC7A11","LARGE",1,1,1,1,1,1,0,1,1,1
"SLC7A11_LIVER","SLC7A11","LIVER",0,2,0,1,2,2,0,1,1,3
"SLC7A11_LUNG","SLC7A11","LUNG",0,2,0,1,1,7,0,1,2,1
"SLC7A11_MUSCLE","SLC7A11","MUSCLE",0,2,1,1,0,1,0,1,0,3
"SLC7A11_SKIN","SLC7A11","SKIN",0,2,1,1,1,1,1,1,2,1
"SLC7A11_SMALL","SLC7A11","SMALL",0,1,0,1,0,3,1,1,1,1
"SLC7A11_SPLEEN","SLC7A11","SPLEEN",1,1,0,7,1,1,1,1,1,1
"SLC7A11_WAT","SLC7A11","WAT",0,1,0,1,1,1,0,1,2,2
"SLC7A2_HEART","SLC7A2","HEART",2,3,1,4,1,6,2,0,2,1
"SLC7A2_KIDNEY-CORTEX","SLC7A2","KIDNEY-CORTEX",1,5,2,4,2,6,2,3,3,4
"SLC7A2_KIDNEY-MED","SLC7A2","KIDNEY-MED",1,1,1,1,NA,0,0,1,1,5
"SLC7A2_LARGE","SLC7A2","LARGE",1,2,1,1,1,2,1,14,2,1
"SLC7A2_LIVER","SLC7A2","LIVER",0,3,0,1,46,10,0,1,1,6
"SLC7A2_LUNG","SLC7A2","LUNG",0,3,1,8,1,2,1,3,3,2
"SLC7A2_MUSCLE","SLC7A2","MUSCLE",0,4,1,1,1,3,1,3,3,19
"SLC7A2_SKIN","SLC7A2","SKIN",0,1,1,3,2,2,1,3,3,1
"SLC7A2_SMALL","SLC7A2","SMALL",1,5,0,1,2,2,2,2,1,1
"SLC7A2_SPLEEN","SLC7A2","SPLEEN",1,5,0,7,1,2,1,1,1,3
"SLC7A2_WAT","SLC7A2","WAT",0,1,0,4,2,1,0,1,1,6
"SLC7A5_HEART","SLC7A5","HEART",1,6,1,5,1,12,1,2,0,1
"SLC7A5_KIDNEY-CORTEX","SLC7A5","KIDNEY-CORTEX",1,5,2,4,4,0,1,10,1,4
"SLC7A5_KIDNEY-MED","SLC7A5","KIDNEY-MED",1,1,1,3,NA,3,1,3,1,6
"SLC7A5_LARGE","SLC7A5","LARGE",1,3,1,1,1,3,1,2,1,1
"SLC7A5_LIVER","SLC7A5","LIVER",0,1,0,1,3,1,2,3,1,1
"SLC7A5_LUNG","SLC7A5","LUNG",0,4,0,1,2,9,0,5,1,3
"SLC7A5_MUSCLE","SLC7A5","MUSCLE",0,8,1,4,0,4,1,4,1,4
"SLC7A5_SKIN","SLC7A5","SKIN",0,2,1,4,1,4,1,7,1,5
"SLC7A5_SMALL","SLC7A5","SMALL",1,1,0,3,1,1,1,2,1,1
"SLC7A5_SPLEEN","SLC7A5","SPLEEN",1,1,0,13,1,1,2,1,0,3
"SLC7A5_WAT","SLC7A5","WAT",0,1,0,7,4,4,0,1,5,1
"SLC7A6_HEART","SLC7A6","HEART",3,2,2,3,1,8,1,2,1,1
"SLC7A6_KIDNEY-CORTEX","SLC7A6","KIDNEY-CORTEX",1,3,2,3,3,3,1,6,2,3
"SLC7A6_KIDNEY-MED","SLC7A6","KIDNEY-MED",1,1,2,3,NA,2,1,1,1,3
"SLC7A6_LARGE","SLC7A6","LARGE",1,5,2,1,1,3,2,1,1,1
"SLC7A6_LIVER","SLC7A6","LIVER",2,1,2,1,1,1,1,4,1,4
"SLC7A6_LUNG","SLC7A6","LUNG",2,4,2,1,3,6,2,3,2,1
"SLC7A6_MUSCLE","SLC7A6","MUSCLE",2,8,1,3,1,2,2,3,2,2
"SLC7A6_SKIN","SLC7A6","SKIN",2,1,1,2,2,4,1,5,3,2
"SLC7A6_SMALL","SLC7A6","SMALL",2,1,2,2,1,2,1,1,2,1
"SLC7A6_SPLEEN","SLC7A6","SPLEEN",2,2,3,11,1,1,2,1,1,3
"SLC7A6_WAT","SLC7A6","WAT",3,1,3,4,2,3,1,1,4,5
"SLC7A6OS_HEART","SLC7A6OS","HEART",2,1,2,1,1,2,1,1,1,1
"SLC7A6OS_KIDNEY-CORTEX","SLC7A6OS","KIDNEY-CORTEX",1,2,1,2,2,1,0,2,1,1
"SLC7A6OS_KIDNEY-MED","SLC7A6OS","KIDNEY-MED",1,1,1,1,NA,1,1,1,1,4
"SLC7A6OS_LARGE","SLC7A6OS","LARGE",1,2,1,1,1,1,1,1,1,1
"SLC7A6OS_LIVER","SLC7A6OS","LIVER",2,2,3,1,1,1,1,2,1,2
"SLC7A6OS_LUNG","SLC7A6OS","LUNG",2,3,1,1,1,2,1,2,1,1
"SLC7A6OS_MUSCLE","SLC7A6OS","MUSCLE",1,2,1,1,1,1,1,1,0,2
"SLC7A6OS_SKIN","SLC7A6OS","SKIN",2,1,1,1,1,1,1,2,2,1
"SLC7A6OS_SMALL","SLC7A6OS","SMALL",1,1,1,1,0,1,1,1,1,1
"SLC7A6OS_SPLEEN","SLC7A6OS","SPLEEN",1,2,2,6,1,1,2,1,1,1
"SLC7A6OS_WAT","SLC7A6OS","WAT",2,1,2,1,1,1,1,1,2,2
"SLC7A7_HEART","SLC7A7","HEART",3,5,1,2,1,10,2,7,1,1
"SLC7A7_KIDNEY-CORTEX","SLC7A7","KIDNEY-CORTEX",1,14,3,8,6,2,1,6,1,7
"SLC7A7_KIDNEY-MED","SLC7A7","KIDNEY-MED",2,1,4,4,NA,1,2,1,1,31
"SLC7A7_LARGE","SLC7A7","LARGE",2,9,2,1,1,11,1,1,1,1
"SLC7A7_LIVER","SLC7A7","LIVER",10,2,5,1,5,1,3,7,1,2
"SLC7A7_LUNG","SLC7A7","LUNG",5,23,3,1,3,6,1,5,1,1
"SLC7A7_MUSCLE","SLC7A7","MUSCLE",2,8,1,6,1,5,2,15,2,3
"SLC7A7_SKIN","SLC7A7","SKIN",2,1,1,5,2,11,2,5,1,2
"SLC7A7_SMALL","SLC7A7","SMALL",1,1,1,4,3,1,1,1,2,4
"SLC7A7_SPLEEN","SLC7A7","SPLEEN",3,4,5,7,1,1,6,1,1,3
"SLC7A7_WAT","SLC7A7","WAT",3,1,4,13,5,7,2,1,3,2
"SLC7A8_HEART","SLC7A8","HEART",1,3,1,2,1,10,1,1,0,1
"SLC7A8_KIDNEY-CORTEX","SLC7A8","KIDNEY-CORTEX",1,16,4,4,7,1,0,6,1,4
"SLC7A8_KIDNEY-MED","SLC7A8","KIDNEY-MED",1,1,1,3,NA,2,0,6,1,33
"SLC7A8_LARGE","SLC7A8","LARGE",1,4,1,1,1,18,1,2,1,1
"SLC7A8_LIVER","SLC7A8","LIVER",0,1,0,1,2,1,1,1,1,1
"SLC7A8_LUNG","SLC7A8","LUNG",0,20,0,1,3,4,0,3,0,2
"SLC7A8_MUSCLE","SLC7A8","MUSCLE",0,7,1,2,0,4,2,23,0,1
"SLC7A8_SKIN","SLC7A8","SKIN",0,2,1,3,3,15,1,5,1,2
"SLC7A8_SMALL","SLC7A8","SMALL",1,1,0,1,4,1,1,1,1,4
"SLC7A8_SPLEEN","SLC7A8","SPLEEN",1,1,0,8,1,1,2,1,1,3
"SLC7A8_WAT","SLC7A8","WAT",0,1,0,12,4,2,0,1,3,1
"SLC7A9_HEART","SLC7A9","HEART",0,1,0,1,1,1,1,6,0,1
